7817
-18133.6	1312.38	6546.97	133.28	0
13353.1	-11669.5	7787.75	121.478	0
19059	98.5088	3369.5	105.253	0
16571.8	6576.62	-7476.77	82.9844	0
14357.7	6361.59	-11383.1	212.185	0
635.292	11972.3	-15204.6	119.468	0
-7045.22	16922.8	6118.2	111.508	0
8017.36	-998.986	-17576.6	94.4829	0
-11376.5	14865.1	-5008.7	122.152	1
-8032.79	17233.5	3570.32	114.949	1
-11191.6	10890	-11414.9	111.223	1
10920.2	-7149.87	-14450.4	96.1075	0
13427.6	1808.12	13916.3	95.2556	0
-2411.53	-11303.2	15613.5	111.823	0
15500.1	8314.88	-8075.57	89.1183	0
10305.9	8913.82	-13823.1	94.5006	0
-5802.58	15888.5	-9459.19	126.927	0
6875.09	16097.9	8440.52	102.826	0
15495.8	9180.24	7236.15	185.138	0
15089.9	3886.42	11442.5	107.299	0
19036.6	-3339.17	1860.54	82.7947	0
11931.1	15276.1	-682.168	131.605	0
15152.8	12042.7	1474.87	84.3482	0
-13187	-12104.5	-7414.06	291.903	0
3545.17	9319.6	16566.3	100.035	0
6940.21	11517.5	-13875.7	110.253	0
-9366.76	-4960.98	-16268.1	129.479	0
-4199.05	-11508.5	-15000.4	106.504	0
7861.6	-378.579	17730.3	136.57	0
-13886.5	5922.35	-12223.9	116.199	0
-10220.7	-1962.57	-16335.7	173.748	0
12482.5	-13173.7	6740.43	90.5864	0
-11572.1	7362.88	-13718.5	250.008	0
-11127.6	7580.63	-13945.8	252.506	0
-7392.5	17509.6	-3577.24	110.705	0
-446.666	10881.3	16014.3	105.858	0
12214.2	869.419	15098.6	91.5905	0
-267.349	5984.35	-18522	104.418	0
1054.61	-16862.7	-9453.39	100.386	0
12532	-14091.6	-4374.16	88.0189	0
-7872.68	17620.8	2743.97	214.545	0
7820.98	17726.1	-1012.71	99.9182	0
-18220.8	3307.63	-5773.48	235.353	0
12930.1	6780.59	12836.4	91.3309	0
12931.8	6806.7	12891.8	91.6112	0
-15817.5	-3258.9	10690.6	118.575	0
11975	-15138.3	-1355.54	198.664	0
-8703.78	1134.15	17210.9	109.307	0
16918.8	-8073.01	4904.35	85.1014	0
-13877.1	11964.4	6342.54	293.324	0
-13802.2	12001.9	6444.66	293.934	0
17910.9	-6686.23	-3298.46	214.667	0
-4528.37	18273.9	4435.59	114.781	0
18080.7	-6622.69	-2486.49	115.907	0
-3424.64	-11503.6	-15137.8	108.282	0
-8773.51	-13106.6	11389.4	233.929	0
15335.5	11386.2	-3298.72	81.9053	1
13542.2	-13837.2	-163.039	85.6838	0
15951.3	6978.48	8384.26	92.877	0
13780	5972.49	-12381.4	124.487	0
18379.2	5585.4	2102.99	80.5343	0
-5957.21	9477.73	-15749.1	107.26	0
